"Asset-ID";"Gerätename";"Name";"DisplayName";"Version";"Hersteller";"Quelle";"Pakettyp";"PaketId";"InstallDatum";"Installationsort";"Architektur";"BenutzerKontext";"Publisher";"InstallDate";"InstallLocation";"Source";"Sources";"Scope";"Architecture";"UserSID";"PackageType";"DetectionConfidence";"RawSourceKey";"RawPath";"RawNames";"RawEntryCount";"ScanStatus";"ScanMode";"UpdateStatus";"UpdateAvailable";"InstalledVersion";"LatestVersion";"UpdateSource";"UpdateRaw";"UpdateCheckedAt"
"AS-0004";"GOLDENZOPF";"Mozilla Maintenance Service";"Mozilla Maintenance Service";"150.0.2";"Mozilla";"RegistryHKLM64, Winget";"Registry, Winget";"MozillaMaintenanceService";"";"";"x64";"Machine";"Mozilla";"";"";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\MozillaMaintenanceService";"";"Mozilla Maintenance Service";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"150.0.2";"";"";"";""
"AS-0004";"GOLDENZOPF";"MPEG-2-Videoerweiterung";"MPEG-2-Videoerweiterung";"1.2.13.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"MPEG-2-Videoerweiterung";"1";"OK";"ADMIN";"NotChecked";"False";"1.2.13.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"MSN Wetter";"MSN Wetter";"4.54.63040.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"MSN Wetter";"1";"OK";"ADMIN";"NotChecked";"False";"4.54.63040.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"MSTeams";"MSTeams";"26093.415.4620.1935";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"MSTeams_26093.415.4620.1935_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\MSTeams_26093.415.4620.1935_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\MSTeams_26093.415.4620.1935_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"MSTeams_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\MSTeams_26093.415.4620.1935_x64__8wekyb3d8bbwe";"MSTeams";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"26093.415.4620.1935";"";"";"";""
"AS-0004";"GOLDENZOPF";"Nachrichten";"Nachrichten";"4.55.62231.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Nachrichten";"1";"OK";"ADMIN";"NotChecked";"False";"4.55.62231.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Natürliche Authentifizierung";"Natürliche Authentifizierung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Natürliche Authentifizierung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"NcsiUwpApp";"NcsiUwpApp";"1000.25128.1000.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers";"Appx/MSIX";"NcsiUwpApp_1000.25128.1000.0_neutral_neutral_8wekyb3d8bbwe";"";"";"Neutral";"AllUsers";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"";"AppxAllUsers";"AppxAllUsers";"AllUsers";"Neutral";"";"Appx/MSIX";"High";"NcsiUwpApp_8wekyb3d8bbwe";"";"NcsiUwpApp";"1";"OK";"ADMIN";"NotChecked";"False";"1000.25128.1000.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Net.Tcp-Portfreigabedienst";"Net.Tcp-Portfreigabedienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe";"Net.Tcp-Portfreigabedienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"NetworkRepairTool";"NetworkRepairTool";"1.2.29.0";"Brother Industries, Ltd.";"RegistryHKLM32";"Registry";"{A7599C88-0008-4D11-8815-4D5AE38B81AE}";"20250107";"";"x86";"Machine";"Brother Industries, Ltd.";"20250107";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{A7599C88-0008-4D11-8815-4D5AE38B81AE}";"";"NetworkRepairTool";"1";"OK";"ADMIN";"NotChecked";"False";"1.2.29.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkeinrichtungsdienst";"Netzwerkeinrichtungsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k netsvcs -p";"Netzwerkeinrichtungsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkkonnektivitäts-Assistent";"Netzwerkkonnektivitäts-Assistent";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k NetSvcs -p";"Netzwerkkonnektivitäts-Assistent";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerklistendienst";"Netzwerklistendienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k netprofm -p";"Netzwerklistendienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkspeicher-Schnittstellendienst";"Netzwerkspeicher-Schnittstellendienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalService -p";"Netzwerkspeicher-Schnittstellendienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkverbindungen";"Netzwerkverbindungen";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Netzwerkverbindungen";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkverbindungsbroker";"Netzwerkverbindungsbroker";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Netzwerkverbindungsbroker";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Netzwerkvirtualisierungsdienst";"Netzwerkvirtualisierungsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k NetSvcs";"Netzwerkvirtualisierungsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"NLA (Network Location Awareness)";"NLA (Network Location Awareness)";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k netprofm -p";"NLA (Network Location Awareness)";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"notepad++";"notepad++";"";"";"PortableScan";"Portable";"";"";"C:\Program Files\Notepad++";"Unknown";"Portable";"";"";"C:\Program Files\Notepad++";"PortableScan";"PortableScan";"Portable";"Unknown";"";"Portable";"Low";"";"C:\Program Files\Notepad++\notepad++.exe";"notepad++";"1";"OK_LIMITED";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Notepad++";"Notepad++";"1.0.0.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Notepad++";"1";"OK";"ADMIN";"NotChecked";"False";"1.0.0.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Notepad++ (64-bit x64)";"Notepad++ (64-bit x64)";"8.8.7";"Notepad++ Team";"RegistryHKLM64, Winget";"Registry, Winget";"Notepad++";"";"";"x64";"Machine";"Notepad++ Team";"";"";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\Notepad++";"";"Notepad++ (64-bit x64)";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"8.8.7";"";"";"";""
"AS-0004";"GOLDENZOPF";"NotepadPlusPlus";"NotepadPlusPlus";"1.0.0.0";"E=don.h@free.fr, CN=""NOTEPAD++"", O=""NOTEPAD++"", L=Paris, S=Île-de-France, C=FR";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"NotepadPlusPlus_1.0.0.0_neutral__2247w0b46hfww";"";"C:\Program Files\WindowsApps\NotepadPlusPlus_1.0.0.0_neutral__2247w0b46hfww";"Neutral";"User";"E=don.h@free.fr, CN=""NOTEPAD++"", O=""NOTEPAD++"", L=Paris, S=Île-de-France, C=FR";"";"C:\Program Files\WindowsApps\NotepadPlusPlus_1.0.0.0_neutral__2247w0b46hfww";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"Neutral";"";"Appx/MSIX";"High";"NotepadPlusPlus_2247w0b46hfww";"C:\Program Files\WindowsApps\NotepadPlusPlus_1.0.0.0_neutral__2247w0b46hfww";"NotepadPlusPlus";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.0.0.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"O&O DeskInfo";"O&O DeskInfo";"1.3.1348";"O&O Software GmbH";"HKEY_USERS_S-1-5-21-249185774-916460735-2278688059-1000, RegistryHKCU, Winget";"Registry, Winget";"OO-Software.DeskInfo_Microsoft.Winget.Source_8wekyb3d8bbwe";"20250128";"C:\Users\admin\AppData\Local\Microsoft\WinGet\Packages\OO-Software.DeskInfo_Microsoft.Winget.Source_8wekyb3d8bbwe";"Unknown";"User";"O&O Software GmbH";"20250128";"C:\Users\admin\AppData\Local\Microsoft\WinGet\Packages\OO-Software.DeskInfo_Microsoft.Winget.Source_8wekyb3d8bbwe";"RegistryHKCU";"HKEY_USERS_S-1-5-21-249185774-916460735-2278688059-1000, RegistryHKCU, Winget";"User";"Unknown";"S-1-5-21-249185774-916460735-2278688059-1000";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\OO-Software.DeskInfo_Microsoft.Winget.Source_8wekyb3d8bbwe";"C:\Users\admin\AppData\Local\Microsoft\WinGet\Packages\OO-Software.DeskInfo_Microsoft.Winget.Source_8wekyb3d8bbwe";"O&O DeskInfo";"3";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.3.1348";"";"";"";""
"AS-0004";"GOLDENZOPF";"OA3Tool";"OA3Tool";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{49E464F0-A7DA-67DE-4430-A0EFCF366D4C}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{49E464F0-A7DA-67DE-4430-A0EFCF366D4C}";"";"OA3Tool";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"OACheck";"OACheck";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{6661AA14-067A-DAFD-F183-624CD5A83873}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{6661AA14-067A-DAFD-F183-624CD5A83873}";"";"OACheck";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"OATool";"OATool";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{769E5F0E-6BD2-BC8D-6E50-1736DC9D36A1}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{769E5F0E-6BD2-BC8D-6E50-1736DC9D36A1}";"";"OATool";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"OBS Studio";"OBS Studio";"32.1.2";"OBS Project";"RegistryHKLM32, Winget";"Registry, Winget";"OBS Studio";"";"";"x86";"Machine";"OBS Project";"";"";"RegistryHKLM32";"RegistryHKLM32, Winget";"Machine";"x86";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\OBS Studio";"";"OBS Studio";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"32.1.2";"";"";"";""
"AS-0004";"GOLDENZOPF";"Office 16 Click-to-Run Extensibility Component";"Office 16 Click-to-Run Extensibility Component";"16.0.19929.20136";"Microsoft Corporation";"RegistryHKLM64";"Registry";"{90160000-008C-0000-1000-0000000FF1CE}";"20260507";"";"x64";"Machine";"Microsoft Corporation";"20260507";"";"RegistryHKLM64";"RegistryHKLM64";"Machine";"x64";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0000-1000-0000000FF1CE}";"";"Office 16 Click-to-Run Extensibility Component";"1";"OK";"ADMIN";"NotChecked";"False";"16.0.19929.20136";"";"";"";""
"AS-0004";"GOLDENZOPF";"Office 16 Click-to-Run Localization Component";"Office 16 Click-to-Run Localization Component";"16.0.19929.20062";"Microsoft Corporation";"RegistryHKLM64";"Registry";"{90160000-008C-0407-1000-0000000FF1CE}";"20260507";"";"x64";"Machine";"Microsoft Corporation";"20260507";"";"RegistryHKLM64";"RegistryHKLM64";"Machine";"x64";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{90160000-008C-0407-1000-0000000FF1CE}";"";"Office 16 Click-to-Run Localization Component";"1";"OK";"ADMIN";"NotChecked";"False";"16.0.19929.20062";"";"";"";""
"AS-0004";"GOLDENZOPF";"OfficePushNotificationsUtility";"OfficePushNotificationsUtility";"16.0.19929.20136";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"OfficePushNotificationsUtility";"1";"OK";"ADMIN";"NotChecked";"False";"16.0.19929.20136";"";"";"";""
"AS-0004";"GOLDENZOPF";"Offlinedateien";"Offlinedateien";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Offlinedateien";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"OneDrive";"OneDrive";"26063.405.2.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"OneDrive";"1";"OK";"ADMIN";"NotChecked";"False";"26063.405.2.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"OneDrive Updater Service";"OneDrive Updater Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"""C:\Program Files\Microsoft OneDrive\26.063.0405.0002\OneDriveUpdaterService.exe""";"OneDrive Updater Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"OpenAI.ChatGPT-Desktop";"ChatGPT-";"1.2026.119.0";"CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"OpenAI.ChatGPT-Desktop_1.2026.119.0_x64__2p2nqsd0c76g0";"";"C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.119.0_x64__2p2nqsd0c76g0";"X64";"User";"CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B";"";"C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.119.0_x64__2p2nqsd0c76g0";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"OpenAI.ChatGPT-Desktop_2p2nqsd0c76g0";"C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2026.119.0_x64__2p2nqsd0c76g0";"OpenAI.ChatGPT-Desktop";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.2026.119.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"OpenAI.Codex";"Codex";"26.506.2004.0";"CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B";"AppxAllUsers, AppxCurrentUser, Winget";"Appx/MSIX, Winget";"OpenAI.Codex_26.506.2004.0_x64__2p2nqsd0c76g0";"";"C:\Program Files\WindowsApps\OpenAI.Codex_26.506.2004.0_x64__2p2nqsd0c76g0";"X64";"User";"CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B";"";"C:\Program Files\WindowsApps\OpenAI.Codex_26.506.2004.0_x64__2p2nqsd0c76g0";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser, Winget";"User";"X64";"";"Appx/MSIX, Winget";"High";"OpenAI.Codex_2p2nqsd0c76g0";"C:\Program Files\WindowsApps\OpenAI.Codex_26.506.2004.0_x64__2p2nqsd0c76g0";"Codex | OpenAI.Codex";"3";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"26.506.2004.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"OpenAL";"OpenAL";"";"";"RegistryHKLM32";"Registry";"OpenAL";"";"";"x86";"Machine";"";"";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\OpenAL";"";"OpenAL";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"OpenAL";"OpenAL";"Unknown";"";"Winget";"Winget";"CreativeTechnology.OpenAL";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"OpenAL";"1";"OK";"ADMIN";"NotChecked";"False";"Unknown";"";"";"";""
"AS-0004";"GOLDENZOPF";"OpenSSH Authentication Agent";"OpenSSH Authentication Agent";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\OpenSSH\ssh-agent.exe";"OpenSSH Authentication Agent";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Oscdimg (DesktopEditions)";"Oscdimg (DesktopEditions)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{E507E7D8-0675-91F2-DE68-1B9802B60867}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{E507E7D8-0675-91F2-DE68-1B9802B60867}";"";"Oscdimg (DesktopEditions)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Oscdimg (OnecoreUAP)";"Oscdimg (OnecoreUAP)";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{13A298DC-77E9-C62D-6C35-9F9F905EF66C}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{13A298DC-77E9-C62D-6C35-9F9F905EF66C}";"";"Oscdimg (OnecoreUAP)";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Outlook for Windows";"Outlook for Windows";"1.2026.421.500";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Outlook for Windows";"1";"OK";"ADMIN";"NotChecked";"False";"1.2026.421.500";"";"";"";""
"AS-0004";"GOLDENZOPF";"P9RdrService_112c35";"P9RdrService_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k P9RdrService -p";"P9RdrService_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Paint.NET";"Paint.NET";"5.1.12";"dotPDN LLC";"RegistryHKLM64, Winget";"Registry, Winget";"{B33D3774-736A-43FD-BE83-76733BE4CB10}";"20260508";"";"x64";"Machine";"dotPDN LLC";"20260508";"";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{B33D3774-736A-43FD-BE83-76733BE4CB10}";"";"Paint.NET";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"5.1.12";"";"";"";""
"AS-0004";"GOLDENZOPF";"Paragon Block Device Mounter";"Paragon Block Device Mounter";"26.20.0.0366";"Paragon Software";"RegistryHKLM64";"Registry";"{614D7991-9C51-4C77-BBF6-EE16ECD12F47}";"20250303";"";"x64";"Machine";"Paragon Software";"20250303";"";"RegistryHKLM64";"RegistryHKLM64";"Machine";"x64";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{614D7991-9C51-4C77-BBF6-EE16ECD12F47}";"";"Paragon Block Device Mounter";"1";"OK";"ADMIN";"NotChecked";"False";"26.20.0.0366";"";"";"";""
"AS-0004";"GOLDENZOPF";"Paragon Partition Manager";"Paragon Partition Manager";"1.24.0.0935";"Paragon Software";"RegistryHKLM64";"Registry";"{60A3678F-E253-4D72-A5AA-CE97BF83CC5F}";"20250303";"";"x64";"Machine";"Paragon Software";"20250303";"";"RegistryHKLM64";"RegistryHKLM64";"Machine";"x64";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{60A3678F-E253-4D72-A5AA-CE97BF83CC5F}";"";"Paragon Partition Manager";"1";"OK";"ADMIN";"NotChecked";"False";"1.24.0.0935";"";"";"";""
"AS-0004";"GOLDENZOPF";"Paragon Partition Manager 18 Community Edition (17.45.0)";"Paragon Partition Manager 18 Community Edition (17.45.0)";"1.24.0.935";"Paragon Software";"RegistryHKLM32";"Registry";"{a731ff56-75cb-431d-afaa-5a263d03b166}";"";"";"x86";"Machine";"Paragon Software";"";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{a731ff56-75cb-431d-afaa-5a263d03b166}";"";"Paragon Partition Manager 18 Community Edition (17.45.0)";"1";"OK";"ADMIN";"NotChecked";"False";"1.24.0.935";"";"";"";""
"AS-0004";"GOLDENZOPF";"PenService_112c35";"PenService_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k PenService";"PenService_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"pip";"pip";"26.1";"";"Pip";"Pip";"";"";"";"Unknown";"User/Machine";"";"";"";"Pip";"Pip";"User/Machine";"Unknown";"";"Pip";"Medium";"";"";"pip";"1";"OK";"ADMIN";"NotChecked";"False";"26.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Plattformdienst für verbundene Geräte";"Plattformdienst für verbundene Geräte";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalService -p";"Plattformdienst für verbundene Geräte";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Plug & Play";"Plug & Play";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p";"Plug & Play";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Power Automate";"Power Automate";"1.0.2081.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"Power Automate";"1";"OK";"ADMIN";"NotChecked";"False";"1.0.2081.0";"";"";"";""
